id,versions,displayName,abbreviation
658,"[{'id': 1610, 'md5': 'af7bb9a170ba5728829c3080035e897a', 'sha1': '9fa1ee5fcacada43cfda91773c7298c722b7d990', 'name': 'Contra Force (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Contra Force,contrafc
664,"[{'id': 2257, 'md5': 'f238710ab69ebf85c9b18d966508f164', 'sha1': 'a3aa8100733d15f50c9166fab6533ba56577174a', 'name': 'Digger - The Legend of the Lost City (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Digger: The Legend of the Lost City,dtlotlc
666,"[{'id': 1680, 'md5': '673D873D0879EC4A1B003DD7899E6DAB', 'sha1': '37EFDB13A6088BF770C14BC3562EDE7A7975599F', 'name': 'Hook', 'type': 0, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Hook,hooknes
669,"[{'id': 1554, 'md5': 'B3061FB1ED31B7C1FE69D0F81E0DB859', 'sha1': 'D5BE7B587E58496DA3E4C11EA18FEE902B1B6596', 'name': 'Action 52 (USA) (Rev A) (Unl).nes', 'type': 5, 'region': 'U', 'version': 'Rev A', 'systemCode': 'NES', 'sourceDb': None}, {'id': 4558, 'md5': 'DCD2C8FD954EFFD36C47440980499261', 'sha1': '67AF5FC47F5A93485E900F22CE302F6F61B5C709', 'name': 'Action 52 (Active Enterprises) (REVA) [!].nes', 'type': 5, 'region': 'U', 'version': 'Rev A', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}, {'id': 4873, 'md5': 'c31de1832309f01bd497d0aad8d0beeb', 'sha1': '3e16baa271d6885758135f019492f3a2e658722f', 'name': 'Action 52 (Active Enterprises) [!].nes', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Action 52: The Cheetahmen,a52cm
675,"[{'id': 399, 'md5': '2B253DA7A85AD727E603C7463C348401', 'sha1': '674803A082FF316BB6950AED683A69B982942039', 'name': 'Lagrange Point (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Lagrange Point,lagrngpt
711,"[{'id': 131, 'md5': '77AEB9FA4A5EBCA2B933E20FBDCF1469', 'sha1': '646FC2337BDB2FCA8857ABAF6A41EC44F39BB83B', 'name': 'Mendel Palace (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mendel Palace,mndlplce
721,"[{'id': 575, 'md5': '87CF2DBD01609ED6FFF6A1A022F41C72', 'sha1': '7B0B8D19BD56AA255501852136828300EE2D2457', 'name': 'Asterix (Europe) (En,Fr,De,Es,It).nes', 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 2882, 'md5': '17C6B5CC593CC8276CB6131584BFD609', 'sha1': '5BD2DD8B7F4AC7B4DDC39A263CAAEACCFB6DB8E4', 'name': 'Asterix (E) [!].nes', 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Astérix,nes-asterix
731,"[{'id': 141, 'md5': '7F56687CDA0CFB78B749D46E41BFD512', 'sha1': 'D47C85385B91FF8FD9D994FFB71F3E29E01CA8AD', 'name': ""Linus Spacehead's Cosmic Crusade (USA) (En,Fr,De,Es) (Unl).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Linus Spacehead's Cosmic Crusade,linusscc
735,"[{'id': 413, 'md5': '66848964BD8A3A14E51D07A4C0416DD3', 'sha1': '5B4C78A47CE7D494B7CDD2E952009C20F9C5B131', 'name': 'Terminator, The (USA, Europe).nes', 'type': 1, 'region': 'UE', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Terminator,nes-t1
737,"[{'id': 1928, 'md5': '4E9BDCDD1071FF48638A3AA0FDA325FC', 'sha1': 'C4443FC24625E3C2BB859525EB44B6B3A80E7C35', 'name': 'Final Fantasy III (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Final Fantasy III,ffiii
746,"[{'id': 1240, 'md5': '93a6a8ad271791502723fdd5c47ec629', 'sha1': '2bc8244cab439ac20baa4724e8a92748d4e430e1', 'name': 'Monster Party (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Monster Party,monsprty
754,"[{'id': 2655, 'md5': '96ae665d902eaa69c7a36979b7ef530d', 'sha1': '1fa4f11f5a5b39e0f9ac4323e681a07cab9b80c9', 'name': 'Bugs Bunny Birthday Blowout, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Bugs Bunny Birthday Blowout,bugsbbb
760,"[{'id': 2671, 'md5': '811b027eaf99c2def7b933c5208636de', 'sha1': 'ea343f4e445a9050d4b4fbac2c77d0693b1d0922', 'name': 'Super Mario Bros., 2, The Lost Levels & 3', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]","Super Mario Bros., 2, The Lost Levels & 3",smbmulti
764,"[{'id': 1132, 'md5': '74D05B42D63A7669841CF23CA0DCFCAD', 'sha1': 'BD4F026D7D399EBD331B883ADA06C80D04B60BE2', 'name': 'Battle Kid - Fortress of Peril (USA) (V1.100) (Aftermarket) (Unl)', 'type': 4, 'region': 'U', 'version': '1.1', 'systemCode': 'NES', 'sourceDb': None}, {'id': 2739, 'md5': '3717CF460F2970CEDFF65AA21B13C238', 'sha1': '7F142F448BEE7972B5CF4FEEB427A7F19D78F2E3', 'name': 'Battle Kid - Fortress of Peril (Japan) (En,Ja) (V2.000) (Aftermarket) (Unl)', 'type': 4, 'region': 'J', 'version': '2.0', 'systemCode': 'NES', 'sourceDb': None}, {'id': 2740, 'md5': '6D0A270A6B8A752A2597810762F66005', 'sha1': 'ED2D9137711C022613E4D9D9E4855C31652D7B8C', 'name': 'Battle Kid - Fortress of Peril (USA) (V1.000) (Aftermarket) (Unl)', 'type': 4, 'region': 'U', 'version': '1.0', 'systemCode': 'NES', 'sourceDb': None}, {'id': 2829, 'md5': '1DFE9083D5C9D54840C6E64C11CB9924', 'sha1': 'C98FE36B2F93592BCC6AE15F8B5A933FE78AD2BC', 'name': 'Battle Kid - Fortress of Peril (USA) (V2.100) (Aftermarket) (Unl)', 'type': 4, 'region': 'U', 'version': '2.1', 'systemCode': 'NES', 'sourceDb': None}]",Battle Kid: Fortress of Peril,batlkid
766,"[{'id': 1171, 'md5': '1a8cdb42e6d6b0be737298708b7f4052', 'sha1': '3ff1c6a320e16b9b33db269c44c8ac914e2afc6c', 'name': 'Yume Penguin Monogatari (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Yume Penguin Monogatari,yumepeng
771,"[{'id': 2686, 'md5': 'bc0a8c283bd8f336acb74569593b5d2a', 'sha1': '4f8a7b228520cead719694a5f9b9222671599251', 'name': 'Bio Force Ape (J) (Prototype).nes', 'type': 8, 'region': 'J', 'version': 'Prototype', 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Bio Force Ape,bfa
778,"[{'id': 1628, 'md5': '35933222cf8658f7c6679fc7de630aaa', 'sha1': '61832d0f955cff169ff059bd557be4f522b15b7c', 'name': 'Battletoads & Double Dragon - The Ultimate Team (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Battletoads & Double Dragon: The Ultimate Team,nes-bt&dd
781,"[{'id': 1877, 'md5': '9ae4058cced0d2514a169eca3311e5d0', 'sha1': '3769f52f919019098c4dd3ce81e029a015e720dd', 'name': 'Bugs Bunny Crazy Castle, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Bugs Bunny Crazy Castle,bugsbcc
791,"[{'id': 145, 'md5': '1A06CDB899692885C1C7D90F08247BD2', 'sha1': '53867AF59E57248BDEF4890ADD877076819A520D', 'name': 'Wizardry II - Llylgamyn no Isan (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Wizardry III: Legacy of Llylgamyn,wizrdry3
808,"[{'id': 1734, 'md5': 'ead5e58425cefc19e6abb54f373271ab', 'sha1': 'd6d5abc2477fb25e8f95dbea0110422400b88dfe', 'name': 'Star Wars - The Empire Strikes Back (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Star Wars: The Empire Strikes Back,starwesb
813,"[{'id': 1885, 'md5': '88AA384D916A7D513198AF250C4E8F48', 'sha1': '7ECCE83943A294E5290B0464A3E709C8FD5E25C4', 'name': 'Bananan Ouji no Daibouken (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Bananan Ouji no Daibouken,bananaod
816,"[{'id': 492, 'md5': '164139A2EF88AC4A0EE3D26A67396129', 'sha1': 'E9061DDCD4D25D8E0F46B4C0A7DC8F81B3420D3B', 'name': 'Time Lord (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Time Lord,timelord
817,"[{'id': 2342, 'md5': 'c65e7a05787f5b2a7c3d5988a9dac062', 'sha1': '78bc318d19f0c7d1d429890c65ee083ecdab2d5c', 'name': 'Indiana Jones and the Last Crusade (U) (Taito) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Indiana Jones and the Last Crusade (Taito),indiana-jones-lc-taito
824,"[{'id': 563, 'md5': 'd6db164bd171109d0c9a97a426e60ad1', 'sha1': '5022153b286e6bce7b330b97d3822450d8c82af5', 'name': 'Willow (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Willow,willow
826,"[{'id': 207, 'md5': '0681FE6BBDA27993618C48217ACC2980', 'sha1': 'C7F715A07515C42F1D6863711B54050B56374643', 'name': 'Where in Time Is Carmen Sandiego (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Where in Time is Carmen Sandiego?,witics
827,"[{'id': 272, 'md5': 'B8B01A72B9DD551D7C0CCA5179B23750', 'sha1': 'CAAE9AA835C70D5EE3A376D9DCC461EB039A5DF0', 'name': ""Where's Waldo (USA).nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Where's Waldo?,waldo
830,"[{'id': 2124, 'md5': 'D513689940C7B656BBAC18D76A35B37E', 'sha1': '340DA5FB21BCAA3BCFED17D7D4D8B42CBBDC3BB0', 'name': 'Cheetah Men II (Active Enterprises) [!p]', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4836, 'md5': None, 'sha1': '73B688A12997EFE0BB505164D67FA4F6049E675E', 'name': 'Cheetah Men II (U) - BUGFIXED v2.1', 'type': 2, 'region': 'U', 'version': 'Bug Fixed', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 4858, 'md5': 'AD914B8D5D0992AE2E57DB945D439247', 'sha1': 'C32B4A64A5A19AFABB7EBC7E0F0C64876948A1A7', 'name': 'Cheetah Men II - Bugfixed Version 2.1 by PacoChan (Hack).nes', 'type': 2, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Cheetahmen II,chetamn2
831,"[{'id': 761, 'md5': 'EE1F928BCE67F09BDF17E580C0B31D7E', 'sha1': '795BB3E9D5F11FEDEFCD053999843957856893BD', 'name': 'Battle Chess (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Battle Chess,bchess
832,"[{'id': 1744, 'md5': 'CDBC8542700F8D0FCEAB727A52B8FB62', 'sha1': '3385AFBDEF21C423B7F1DB3ADA436A184E94DDE1', 'name': 'Dr. Jekyll and Mr. Hyde', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Dr. Jekyll and Mr. Hyde,jkylhyde
833,"[{'id': 182, 'md5': 'AB4E56CD24F931F526A06C22DB43F1DF', 'sha1': '79C5F8D187B8FECC95CE5978F7BC7F6014341ECB', 'name': 'Front Line (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Front Line,frontlne
836,"[{'id': 247, 'md5': 'FA6E237E3F4C0ACD9D73E8CF73576723', 'sha1': '85E5C576B5303C0819C5D91574D91D8E578296BE', 'name': 'Road Fighter (Japan).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Road Fighter,roadfitr
852,"[{'id': 2273, 'md5': '9c1757938afcb84370766e2a5073755e', 'sha1': 'cbcf67f077d335c2bfeff6deb5c9c3d4d177d95d', 'name': 'Shinobi (Tengen) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Shinobi,shinobi
853,"[{'id': 181, 'md5': 'C6352F73A0EE986E3D8382B5AEBFAE75', 'sha1': '71FA0CE2D49870C3D64130D572854EBB5F25C54C', 'name': 'Silver Surfer (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Silver Surfer,silvsurf
857,"[{'id': 251, 'md5': '74586B58D85C53F931A0CFAC8B214164', 'sha1': '7F5C93A1864117C96533D578FAAE5DED34BEFBDE', 'name': 'Jurassic Park- The Lost World (Unl)[Hosenkan Electronics][1998].nes', 'type': 5, 'region': 'Other', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Lost World: Jurassic Park,lwjurprk
864,"[{'id': 317, 'md5': '84E59E49113D890C4A9364D30725ECC7', 'sha1': '0C8C6C2085786131AE8E390560977D3041E49F4C', 'name': 'Mystery Quest (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mystery Quest,mystqust
865,"[{'id': 1050, 'md5': '01D8A23D55FDD23B0F5C97B8DFB1E81A', 'sha1': 'D9328B02916D365C97ED21074333257968E55F91', 'name': 'Advanced Dungeons & Dragons - Heroes of the Lance (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Advanced Dungeons & Dragons: Heroes of the Lance,ad&dhol
866,"[{'id': 209, 'md5': 'A267179A14C89EE73B0031DE07C9E5C7', 'sha1': 'EC6FA944C672A2522C8BC270A25842281C65FF5D', 'name': 'Donkey Kong 3 (W) [!].nes', 'type': 1, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Donkey Kong 3,dk3
870,"[{'id': 2601, 'md5': '225CAAF558830748D3AE8D8735C0C013', 'sha1': '48E6610A4A3DB096AA9B5D386EAB7F359318086D', 'name': 'Predator (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Predator,predator
871,"[{'id': 248, 'md5': '79093D6ADD5B6F7445302857FC629570', 'sha1': 'E8851455AD5B7D22F2FDC495E1C1A94D82ADE7DD', 'name': 'Popeye (JU) (PRG0) [!].nes', 'type': 1, 'region': 'JU', 'version': 'PRG0', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Popeye,popeye
874,"[{'id': 1739, 'md5': '5c26f435f26459ef431fa11c0ec1b4d4', 'sha1': '2c35fe417679713f9925f1dba0ba8e3bd319f5cd', 'name': 'Puzznic (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Puzznic,puzznic
877,"[{'id': 2527, 'md5': '8839403A475C128E5BB0B1F1A5059352', 'sha1': 'CC8CB9EEBAAE9C695BE7EE965E3C8D7CF82C6D18', 'name': 'Adventures in the Magic Kingdom (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Adventures in the Magic Kingdom,aitmk
881,"[{'id': 2014, 'md5': '582fe67072d38c52bba7f7efa509bbe7', 'sha1': '7619bac804f9be52b6411bd54a0af2528511582a', 'name': ""Bram Stoker's Dracula (U) [!].nes"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Bram Stoker's Dracula,nes-brstdracula
882,"[{'id': 220, 'md5': 'c096127c895bb7904c810007119a0225', 'sha1': 'e20d3f4fefa0ad7de198f957563f70b11410af52', 'name': 'Abadox - The Deadly Inner War (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 4994, 'md5': '7aed513c8be0520e4199441b551d22b4', 'sha1': '3de7a3266b7824ac8e0cffa12d915a6bed810f1e', 'name': 'Abadox (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Abadox: The Deadly Inner War,abadox
883,"[{'id': 200, 'md5': 'B48DB05C48AF5A75220A4043A17DDE90', 'sha1': 'AFD2B46265E14AB87FBDDF054252FB2D4B5AD257', 'name': 'Yie Ar Kung-Fu (Japan) (Rev 1.4).nes', 'type': 1, 'region': 'J', 'version': '1.4', 'systemCode': 'NES', 'sourceDb': None}]",Yie Ar Kung-Fu,yakf
885,"[{'id': 1907, 'md5': '1FC583C66674C742C34398E4C8C4F9A4', 'sha1': 'E718D8F9D4B540909FDB90C241AEAD885846DBE6', 'name': ""Mario's Time Machine!"", 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Mario's Time Machine!,mtm
886,"[{'id': 1876, 'md5': 'fdd1696b3ab2deb54c57f7e016b454b8', 'sha1': 'a20a0ba427a13b2268e82701a9aea09a31b12855', 'name': 'Rocketeer, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Rocketeer,rocketer
887,"[{'id': 1756, 'md5': 'd4951408a8970c17ab247d40e9f89647', 'sha1': '36096c4dedfff0a3ef7d597896ec0f2d332a6a82', 'name': 'Kickle Cubicle (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Kickle Cubicle,kicklcub
888,"[{'id': 211, 'md5': '76D8366D74C43E4DF27D1882F46B10C1', 'sha1': 'FFD2213439AA3818E88215FAC318B15616F9E894', 'name': 'Rainbow Islands (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}, {'id': 5028, 'md5': '253DD3C4D45BADBA360AFF138683282D', 'sha1': '8B3D397F9A2385C9F2B57E5817E421C94583F7A3', 'name': 'Bubble Bobble Part 2 (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}, {'id': 5053, 'md5': '7A10466A0473FADD5BB74176664B20F3', 'sha1': 'F2A7EAA7D42174F3B2D1D2AB1B3DDF339DAAAB5C', 'name': 'Rainbow Islands - The Story of Bubble Bobble 2 (J) [p1].nes', 'type': 5, 'region': 'J', 'version': 'p1', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.21'}]",Rainbow Islands: The Story of Bubble Bobble 2,bublbob2
890,"[{'id': 1203, 'md5': 'f02dd5ec384a53edabdd2e61cf49b352', 'sha1': '1ad7ab4cd12c28d2271f369537fdcb207c99321a', 'name': 'Cross Fire (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",Cross Fire,crosfire
894,"[{'id': 2681, 'md5': '4D1584122091281EFBD0D00E769416E2', 'sha1': '04E3204D9C8FA92E904712EB37E7EF6F6D345499', 'name': 'SMB1fast.nes', 'type': 2, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Superfast Mario Bros.,sfmb
896,"[{'id': 988, 'md5': '02B9809BF7F0C982A32572E480406717', 'sha1': '3429CD3D0AF90EF2315D63C641826DBF35E3C4B8', 'name': 'Jurassic Park (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Jurassic Park,jurapark
898,"[{'id': 2364, 'md5': '270F04797F6D237C0A14C01F05A4F3D8', 'sha1': '6B6DBFB4538AB3FCA7D1BB4D89C6CA4CB32AEDF9', 'name': 'Lone Ranger, The (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Lone Ranger,lonerang
899,"[{'id': 860, 'md5': 'F8FECF25D3AE13D95DDFD241865E6340', 'sha1': 'CA1492C06858D7FF6B56846747F00297FAFEEEC2', 'name': 'Captain America and The Avengers (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Captain America and the Avengers,capamata
900,"[{'id': 1836, 'md5': '59028C487121086EC85664C01F995323', 'sha1': 'E97AE831C57414CF1C6B95CE591E106429A7361C', 'name': 'Back to the Future (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Back to the Future,bttf
910,"[{'id': 2294, 'md5': 'F0561ACBC4F90F1356752A91CBE2FC35', 'sha1': '51DB085D47A9E8A7C03C9908ACC4245F92A5C891', 'name': 'All Night Nippon Super Mario Bros. (J) (FDS Conversion).nes', 'type': 2, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 5014, 'md5': 'F0B981D00A0B3F87341F356F4480D8CE', 'sha1': '66CEC5E6501D9F4C35BAC8093D287D6CE04B561C', 'name': 'All Night Nippon Super Mario Bros. (1986)(Nintendo).fds', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'FDS', 'sourceDb': 'GoodNES 3.23'}]",All Night Nippon Super Mario Bros.,annsmb
912,"[{'id': 1692, 'md5': '3F40295032C155932FF732BBBFC230E5', 'sha1': None, 'name': 'Parallel Air', 'type': 2, 'region': 'W', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Parallel Air,pa
929,"[{'id': 2160, 'md5': 'abc60dddae8b7d80826e60763f06b977', 'sha1': '5a6ae3e6897414758a8791783f3a482e5a2dd0fb', 'name': 'Flintstones, The - The Surprise at Dinosaur Peak! (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]",The Flintstones: The Surprise at Dinosaur Peak!,tftsadp
930,"[{'id': 1527, 'md5': 'D062A77BBB9DA0D3C302F2B3F7BA3331', 'sha1': '7E98BB35E267FF8C7BACE94CE650EF8CA6AA1615', 'name': 'Rambo (U) (PRG0) [!].nes', 'type': 1, 'region': 'U', 'version': 'PRG0', 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rambo,rambo
946,"[{'id': 1901, 'md5': '4d4ffdfe7979b5f06dec2cf3563440ad', 'sha1': '2f88381557339a14c20428455f6991c1eb902c99', 'name': 'Mega Man 1, 2, 3, 4, 5 & 6', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}]","Mega Man 1, 2, 3, 4, 5 & 6",mm123456
947,"[{'id': 2588, 'md5': '01604C74CE2682D0AEFB89D82EB78C64', 'sha1': 'AE3CE6490A7823267F9655E2DE192781CC3DB404', 'name': 'Kero Kero Keroppi no Daibouken 2 - Donuts Ike ha Oosawagi! (J) [!].nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Kero Kero Keroppi no Daibouken 2: Donuts Ike ha Oosawagi!,keroppi
962,"[{'id': 502, 'md5': '8991890453CD433504BD2C9CF94A7A33', 'sha1': '2D0637ADD8D84BE3E1CB754A91346AFA502904CD', 'name': 'Who Framed Roger Rabbit (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Who Framed Roger Rabbit,wfrr
969,"[{'id': 1802, 'md5': '0c4e15d7a4683f18a0ec7d1c3a14172e', 'sha1': '3f7428865ea2e95632e32e8c3638207fed12bb52', 'name': 'Code Name - Viper (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES3.23'}, {'id': 5013, 'md5': 'C5696DF63D83C093B1A903E146E70512', 'sha1': '650CD4D1631E94A1321A256B240AD4D7D47533E1', 'name': 'Ningen Heiki - Dead Fox (J).nes', 'type': 1, 'region': 'J', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Code Name: Viper,cnviper
970,"[{'id': 1888, 'md5': '0ee0779ad39042e1767ff09aeafb92dd', 'sha1': '34e755c33ef9be6ac5d2270f4d48c5a49f2365b4', 'name': 'Rod Land (E) [!].nes', 'type': 1, 'region': 'E', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Rod Land,rodland
972,"[{'id': 156, 'md5': '37CCE2956409BBE4575EB674AE6C7C5C', 'sha1': 'CF21CD7746E04B8B056419F534B85A52B85F8827', 'name': 'Ghost Lion (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Legend of the Ghost Lion,lotgl
973,"[{'id': 1140, 'md5': 'F939C2E33326737C325EB2A3ECB6D3A0', 'sha1': '72279226339938A684292BF17BBAEEF78B67C788', 'name': 'Wolverine (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",Wolverine,wolverin
975,"[{'id': 1220, 'md5': 'CCDB987E5F0DED02FD4FE31D81A52F97', 'sha1': '8763D97D889E8D2CA4D4F3369F94E5173025580A', 'name': 'Adventures of Captain Comic, The (Color Dreams) [!]', 'type': 5, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.23'}]",The Adventures of Captain Comic,captcomc
976,"[{'id': 203, 'md5': '8087E6F5349D84FB6F14E67BC3CBB386', 'sha1': '1B72FC01E717B2F498960DC52BF31D2F0F2FEEB3', 'name': 'Air Fortress (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",Air Fortress,airfortr
977,"[{'id': 964, 'md5': 'DF266B997EE8A1B6BBBAEF45BD127201', 'sha1': '3D8828FA7AE7108B50979DB60F737B95C85B2289', 'name': 'Adventures of Tom Sawyer (U) [!].nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': 'GoodNES 3.14'}]",Adventures of Tom Sawyer,tomsawyr
991,"[{'id': 210, 'md5': '8AE4B4BC41C134B0C35BE0AB3B284E8B', 'sha1': '73A77854D7139671C51051402661DECDC3166FDB', 'name': 'Uncanny X-Men, The (USA).nes', 'type': 1, 'region': 'U', 'version': None, 'systemCode': 'NES', 'sourceDb': None}]",The Uncanny X-Men,uncxmen
